A股代码,证券简称,上市日期
001283,豪鹏科技,20220905
001286,陕西能源,20230410
001287,中电港,20230410
001288,运机集团,20211101
001289,龙源电力,20220124
001296,长江材料,20211224
001298,好上好,20221031
001299,美能能源,20221031
001300,三柏硕,20221019
001301,尚太科技,20221228
001306,夏厦精密,20231116
001308,康冠科技,20220318
001309,德明利,20220701
001311,多利科技,20230227
001313,粤海饲料,20220216
001314,亿道信息,20230214
001316,润贝航科,20220624
001317,三羊马,20211130
001318,阳光乳业,20220520
001319,铭科精技,20220512
001322,箭牌家居,20221026
001323,慕思股份,20220623
001324,长青科技,20230522
001326,联域股份,20231109
001328,登康口腔,20230410
001330,博纳影业,20220818
001331,胜通能源,20220908
001332,锡装股份,20220920
001333,光华股份,20221208
001336,楚环科技,20220725
001337,四川黄金,20230303
001338,永顺泰,20221116
001339,智微智能,20220815
001358,兴欣新材,20231221
001359,平安电工,20240328
001360,南矿集团,20230410
001366,播恩集团,20230307
001367,海森药业,20230410
001368,通达创智,20230313
001373,翔腾新材,20230601
001376,百通能源,20231103
001378,德冠新材,20231030
001379,腾达科技,20240119
001380,华纬科技,20230516
001387,雪祺电气,20240111
001389,广合科技,20240402
001696,宗申动力,19970306
001872,招商港口,19930505
001896,豫能控股,19980122
001914,招商积余,19940928
001965,招商公路,20171225
001979,招商蛇口,20151230
002001,新 和 成,20040625
002003,伟星股份,20040625
002004,华邦健康,20040625
002005,ST德豪,20040625
002006,精工科技,20040625
002007,华兰生物,20040625
002008,大族激光,20040625
002009,天奇股份,20040629
002010,传化智联,20040629
002011,盾安环境,20040705
002012,凯恩股份,20040705
002014,永新股份,20040708
002015,协鑫能科,20040708
002016,世荣兆业,20040708
002017,东信和平,20040713
002019,亿帆医药,20040713
002020,京新药业,20040715
002021,星ST中捷,20040715
002022,科华生物,20040721
002023,海特高新,20040721
002024,ST易购,20040721
002025,航天电器,20040726
002026,山东威达,20040727
002027,分众传媒,20040804
002028,思源电气,20040805
002029,七 匹 狼,20040806
002030,达安基因,20040809
002031,巨轮智能,20040816
002032,苏 泊 尔,20040817
002033,丽江股份,20040825
002034,旺能环境,20040826
002035,华帝股份,20040901
002036,联创电子,20040903
002037,保利联合,20040908
002038,双鹭药业,20040909
002039,黔源电力,20050303
002040,南 京 港,20050325
002041,登海种业,20050418
002042,华孚时尚,20050427
002043,兔 宝 宝,20050510
002044,美年健康,20050518
002045,国光电器,20050523
002046,国机精工,20050526
002047,宝鹰股份,20050531
002048,宁波华翔,20050603
002049,紫光国微,20050606
002050,三花智控,20050607
002051,中工国际,20060619
002052,星ST同洲,20060627
002053,云南能投,20060627
002054,德美化工,20060725
002055,得润电子,20060725
002056,横店东磁,20060802
002057,中钢天源,20060802
002058,威尔泰,20060802
002059,云南旅游,20060810
002060,广东建工,20060810
002061,浙江交科,20060816
002062,宏润建设,20060816
002063,远光软件,20060823
002064,华峰化学,20060823
002065,东华软件,20060823
002066,瑞泰科技,20060823
002067,景兴纸业,20060915
002068,黑猫股份,20060915
002069,獐子岛,20060928
002072,凯瑞德,20061018
002073,软控股份,20061018
002074,国轩高科,20061018
002075,沙钢股份,20061025
002076,星光股份,20061025
002077,大港股份,20061116
002078,太阳纸业,20061116
002079,苏州固锝,20061116
002080,中材科技,20061120
002081,金 螳 螂,20061120
002082,万邦德,20061120
002083,孚日股份,20061124
002084,海鸥住工,20061124
002085,万丰奥威,20061128
002086,星ST东洋,20061128
002087,星ST新纺,20061130
002088,鲁阳节能,20061130
002090,金智科技,20061208
002091,江苏国泰,20061208
002092,中泰化学,20061208
002093,国脉科技,20061215
002094,青岛金王,20061215
002095,生 意 宝,20061215
002096,易普力,20061222
002097,山河智能,20061222
002098,浔兴股份,20061222
002099,海翔药业,20061226
002100,天康生物,20061226
002101,广东鸿图,20061229
002102,能特科技,20061229
002103,广博股份,20070110
002104,恒宝股份,20070110
002105,信隆健康,20070112
002106,莱宝高科,20070112
002107,沃华医药,20070124
002108,沧州明珠,20070124
002109,兴化股份,20070126
002110,三钢闽光,20070126
002111,威海广泰,20070126
002112,三变科技,20070208
002114,罗平锌电,20070215
002115,三维通信,20070215
002116,中国海诚,20070215
002117,东港股份,20070302
002119,康强电子,20070302
002120,韵达股份,20070306
002121,科陆电子,20070306
002122,汇洲智能,20070328
002123,梦网科技,20070328
002124,ST天邦,20070403
002125,湘潭电化,20070403
002126,银轮股份,20070418
002127,南极电商,20070418
002128,电投能源,20070418
002129,TCL中环,20070420
002130,沃尔核材,20070420
002131,利欧股份,20070427
002132,恒星科技,20070427
002133,广宇集团,20070427
002134,天津普林,20070516
002135,东南网架,20070530
002136,安 纳 达,20070530
002137,实益达,20070613
002138,顺络电子,20070613
002139,拓邦股份,20070629
002140,东华科技,20070712
002141,星ST贤丰,20070720
002142,宁波银行,20070719
002144,宏达高科,20070803
002145,中核钛白,20070803
002146,荣盛发展,20070808
002148,北纬科技,20070810
002149,西部材料,20070810
002150,通润装备,20070810
002151,北斗星通,20070813
002152,广电运通,20070813
002153,石基信息,20070813
002154,报 喜 鸟,20070816
002155,湖南黄金,20070816
002156,通富微电,20070816
002157,星ST 正邦,20070817
002158,汉钟精机,20070817
002159,三特索道,20070817
002160,常铝股份,20070821
002161,远 望 谷,20070821
002162,悦心健康,20070823
002163,海南发展,20070823
002164,宁波东力,20070823
002165,红 宝 丽,20070913
002166,莱茵生物,20070913
002167,东方锆业,20070913
002168,惠程科技,20070919
002169,智光电气,20070919
002170,芭田股份,20070919
002171,楚江新材,20070921
002172,澳洋健康,20070921
002173,创新医疗,20070925
002174,游族网络,20070925
002175,东方智造,20071012
002176,江特电机,20071012
002177,御银股份,20071101
002178,延华智能,20071101
002179,中航光电,20071101
002180,纳思达,20071113
002181,粤 传 媒,20071116
002182,宝武镁业,20071113
002183,怡 亚 通,20071113
002184,海得控制,20071116
002185,华天科技,20071120
002186,全 聚 德,20071120
002187,广百股份,20071122
002188,中天服务,20071122
002189,中光学,20071203
002190,成飞集成,20071203
002191,劲嘉股份,20071205
002192,融捷股份,20071205
002193,如意集团,20071207
002194,武汉凡谷,20071207
002195,岩山科技,20071212
002196,方正电机,20071212
002197,ST证通,20071218
002198,嘉应制药,20071218
002199,东晶电子,20071221
002200,ST交投,20071221
002201,正威新材,20071226
002202,金风科技,20071226
002203,海亮股份,20080116
002204,大连重工,20080116
002205,国统股份,20080123
002206,海 利 得,20080123
002207,准油股份,20080128
002208,合肥城建,20080128
002209,达 意 隆,20080130
002210,飞马国际,20080130
002211,宏达新材,20080201
002212,天融信,20080201
002213,大为股份,20080201
002214,大立科技,20080218
002215,诺 普 信,20080218
002216,三全食品,20080220
002217,星ST合泰,20080220
002218,拓日新能,20080228
002219,新里程,20080306
002221,东华能源,20080306
002222,福晶科技,20080319
002223,鱼跃医疗,20080418
002224,三 力 士,20080425
002225,濮耐股份,20080425
002226,江南化工,20080506
002227,奥 特 迅,20080506
002228,合兴包装,20080508
002229,鸿博股份,20080508
002230,科大讯飞,20080512
002231,奥维通信,20080512
002232,启明信息,20080509
002233,塔牌集团,20080516
002234,民和股份,20080516
002235,安妮股份,20080516
002236,大华股份,20080520
002237,恒邦股份,20080520
002238,天威视讯,20080526
002239,奥特佳,20080522
002240,盛新锂能,20080523
002241,歌尔股份,20080522
002242,九阳股份,20080528
002243,力合科创,20080528
002244,滨江集团,20080529
002245,蔚蓝锂芯,20080605
002246,北化股份,20080605
002247,聚力文化,20080612
002248,华东数控,20080612
002249,大洋电机,20080619
002250,联化科技,20080619
002251,星ST步高,20080619
002252,上海莱士,20080623
002253,川大智胜,20080623
002254,泰和新材,20080625
002255,海陆重工,20080625
002256,兆新股份,20080625
002258,利尔化学,20080708
002259,ST升达,20080716
002261,拓维信息,20080723
002262,恩华药业,20080723
002263,大东南,20080728
002264,新 华 都,20080731
002265,建设工业,20080806
002266,浙富控股,20080806
002267,陕天然气,20080813
002268,电科网安,20080811
002269,美邦服饰,20080828
002270,华明装备,20080905
002271,东方雨虹,20080910
002272,川润股份,20080919
002273,水晶光电,20080919
002274,华昌化工,20080925
002275,桂林三金,20090710
002276,万马股份,20090710
002277,友阿股份,20090717
002278,神开股份,20090811
002279,久其软件,20090811
002280,ST联络,20090821
002281,光迅科技,20090821
002282,博深股份,20090821
002283,天润工业,20090821
002284,亚太股份,20090828
002285,世联行,20090828
002286,保龄宝,20090828
002287,奇正藏药,20090828
002288,星ST超华,20090903
002289,ST宇顺,20090903
002290,禾盛新材,20090903
002291,遥望科技,20090903
002292,奥飞娱乐,20090910
002293,罗莱生活,20090910
002294,信立泰,20090910
002295,精艺股份,20090929
002296,辉煌科技,20090929
002297,博云新材,20090929
002298,中电兴发,20090929
002299,圣农发展,20091021
002300,太阳电缆,20091021
002301,齐心集团,20091021
002302,西部建设,20091103
002303,美盈森,20091103
002304,洋河股份,20091106
002305,南国置业,20091106
002306,中科云网,20091111
002307,北新路桥,20091111
002308,威创股份,20091127
002309,星ST中利,20091127
002310,星ST东园,20091127
002311,海大集团,20091127
002312,川发龙蟒,20091203
002313,日海智能,20091203
002314,南山控股,20091203
002315,焦点科技,20091209
002316,亚联发展,20091209
002317,众生药业,20091211
002318,久立特材,20091211
002319,乐通股份,20091211
002320,海峡股份,20091216
002321,华英农业,20091216
002322,理工能科,20091218
002323,雅博股份,20091218
002324,普利特,20091218
002325,星ST洪涛,20091222
002326,永太科技,20091222
002327,富安娜,20091230
002328,新朋股份,20091230
002329,皇氏集团,20100106
002330,得利斯,20100106
002331,皖通科技,20100106
002332,仙琚制药,20100112
002333,罗普斯金,20100112
002334,英威腾,20100113
002335,科华数据,20100113
002336,星ST人乐,20100113
002337,赛象科技,20100115
002338,奥普光电,20100115
002339,积成电子,20100122
002340,格林美,20100122
002341,ST新纶,20100122
002342,巨力索具,20100126
002343,慈文传媒,20100126
002344,海宁皮城,20100126
002345,潮宏基,20100128
002346,柘中股份,20100128
002347,泰尔股份,20100128
002348,高乐股份,20100203
002349,精华制药,20100203
002350,北京科锐,20100203
002351,漫步者,20100205
002352,顺丰控股,20100205
002353,杰瑞股份,20100205
002354,天娱数科,20100209
002355,兴民智通,20100209
002356,赫美集团,20100209
002357,富临运业,20100210
002358,森源电气,20100210
002360,同德化工,20100303
002361,神剑股份,20100303
002362,汉王科技,20100303
002363,隆基机械,20100305
002364,中恒电气,20100305
002365,永安药业,20100305
002366,融发核电,20100312
002367,康力电梯,20100312
002368,太极股份,20100312
002369,卓翼科技,20100316
002370,亚太药业,20100316
002371,北方华创,20100316
002372,伟星新材,20100318
002373,千方科技,20100318
002374,中锐股份,20100318
002375,亚厦股份,20100323
002376,新北洋,20100323
002377,国创高新,20100323
002378,章源钨业,20100331
002379,宏创控股,20100331
002380,科远智慧,20100331
002381,双箭股份,20100402
002382,蓝帆医疗,20100402
002383,合众思壮,20100402
002384,东山精密,20100409
002385,大北农,20100409
002386,天原股份,20100409
002387,维信诺,20100413
002388,新亚制程,20100413
002389,航天彩虹,20100413
002390,信邦制药,20100416
002391,长青股份,20100416
002392,北京利尔,20100423
002393,力生制药,20100423
002394,联发股份,20100423
002395,双象股份,20100429
002396,星网锐捷,20100623
002397,梦洁股份,20100429
002398,垒知集团,20100506
002399,海普瑞,20100506
002400,省广集团,20100506
002401,中远海科,20100506
002402,和而泰,20100511
002403,爱仕达,20100511
002404,嘉欣丝绸,20100511
002405,四维图新,20100518
002406,远东传动,20100518
002407,多氟多,20100518
002408,齐翔腾达,20100518
002409,雅克科技,20100525
002410,广联达,20100525
002412,汉森制药,20100525
002413,雷科防务,20100528
002414,高德红外,20100716
002415,海康威视,20100528
002416,爱施德,20100528
002418,康盛股份,20100601
002419,天虹股份,20100601
002420,毅昌科技,20100601
002421,达实智能,20100603
002422,科伦药业,20100603
002423,中粮资本,20100603
002424,ST百灵,20100603
002425,凯撒文化,20100608
002426,胜利精密,20100608
002427,尤夫股份,20100608
002428,云南锗业,20100608
002429,兆驰股份,20100610
002430,杭氧股份,20100610
002431,棕榈股份,20100610
002432,九安医疗,20100610
002433,星ST太安,20100618
002434,万里扬,20100618
002435,ST长康,20100618
002436,兴森科技,20100618
002437,誉衡药业,20100623
002438,江苏神通,20100623
002439,启明星辰,20100623
002440,闰土股份,20100706
002441,众业达,20100706
002442,龙星化工,20100706
002443,金洲管道,20100706
002444,巨星科技,20100713
002445,中南文化,20100713
002446,盛路通信,20100713
002448,中原内配,20100716
002449,国星光电,20100716
002451,摩恩电气,20100720
002452,长高电新,20100720
002453,华软科技,20100720
002454,松芝股份,20100720
002455,百川股份,20100803
002456,欧菲光,20100803
002457,青龙管业,20100803
002458,益生股份,20100810
002459,晶澳科技,20100810
002460,赣锋锂业,20100810
002461,珠江啤酒,20100818
002462,嘉事堂,20100818
002463,沪电股份,20100818
002465,海格通信,20100831
002466,天齐锂业,20100831
002467,二六三,20100908
002468,申通快递,20100908
002469,三维化学,20100908
002470,金正大,20100908
002471,中超控股,20100910
002472,双环传动,20100910
002474,榕基软件,20100915
002475,立讯精密,20100915
002476,宝莫股份,20100915
002478,常宝股份,20100921
002479,富春环保,20100921
002480,新筑股份,20100921
002481,双塔食品,20100921
002482,星ST广田,20100929
002483,润邦股份,20100929
002484,江海股份,20100929
002485,ST雪发,20101015
002486,嘉麟杰,20101015
002487,大金重工,20101015
002488,金固股份,20101021
002489,浙江永强,20101021
002490,ST墨龙,20101021
002491,通鼎互联,20101021
002492,恒基达鑫,20101102
002493,荣盛石化,20101102
002494,华斯股份,20101102
002495,佳隆股份,20101102
002496,辉丰股份,20101109
002497,雅化集团,20101109
002498,汉缆股份,20101109
002500,山西证券,20101115
002501,利源股份,20101117
002502,ST鼎龙,20101117
002505,鹏都农牧,20101118
002506,协鑫集成,20101118
002507,涪陵榨菜,20101123
002508,老板电器,20101123
002510,天汽模,20101125
002511,中顺洁柔,20101125
002512,达华智能,20101203
002513,蓝丰生化,20101203
002514,宝馨科技,20101203
002515,金字火腿,20101203
002516,旷达科技,20101207
002517,恺英网络,20101207
002518,科士达,20101207
002519,银河电子,20101207
002520,日发精机,20101210
002521,齐峰新材,20101210
002522,浙江众成,20101210
002523,天桥起重,20101210
002524,光正眼科,20101217
002526,山东矿机,20101217
002527,新时达,20101224
002528,ST英飞拓,20101224
002529,海源复材,20101224
002530,金财互联,20101231
002531,天顺风能,20101231
002532,天山铝业,20101231
002533,金杯电工,20101231
002534,西子洁能,20110110
002535,林州重机,20110111
002536,飞龙股份,20110111
002537,海联金汇,20110110
002538,司尔特,20110118
002539,云图控股,20110118
002540,亚太科技,20110118
002541,鸿路钢构,20110118
002542,中化岩土,20110128
002543,万和电气,20110128
002544,普天科技,20110128
002545,东方铁塔,20110211
002546,新联电子,20110211
002547,春兴精工,20110218
002548,金新农,20110218
002549,凯美特气,20110218
002550,千红制药,20110218
002551,尚荣医疗,20110225
002552,宝鼎科技,20110225
002553,南方精工,20110225
002554,惠博普,20110225
002555,三七互娱,20110302
002556,辉隆股份,20110302
002557,洽洽食品,20110302
002558,巨人网络,20110302
002559,亚威股份,20110303
002560,通达股份,20110303
002561,徐家汇,20110303
002562,兄弟科技,20110310
002563,森马服饰,20110311
002564,星ST天沃,20110310
002565,顺灏股份,20110318
002566,益盛药业,20110318
002567,唐人神,20110325
002568,百润股份,20110325
002569,ST步森,20110412
002570,贝因美,20110412
002571,德力股份,20110412
002572,索菲亚,20110412
002573,清新环境,20110422
002574,明牌珠宝,20110422
002575,群兴玩具,20110422
002576,通达动力,20110428
002577,雷柏科技,20110428
002578,闽发铝业,20110428
002579,中京电子,20110506
002580,圣阳股份,20110506
002581,未名医药,20110520
002582,好想你,20110520
002583,海能达,20110527
002584,西陇科学,20110602
002585,双星新材,20110602
002586,星ST围海,20110602
002587,奥拓电子,20110610
002588,史丹利,20110610
002589,瑞康医药,20110610
002590,万安科技,20110610
002591,恒大高新,20110621
002592,ST八菱,20111111
002593,日上集团,20110628
002594,比亚迪,20110630
002595,豪迈科技,20110628
002596,海南瑞泽,20110707
002597,金禾实业,20110707
002598,山东章鼓,20110707
002599,盛通股份,20110715
002600,领益智造,20110715
002601,龙佰集团,20110715
002602,世纪华通,20110728
002603,以岭药业,20110728
002605,姚记科技,20110805
002606,大连电瓷,20110805
002607,中公教育,20110810
002608,江苏国信,20110810
002609,捷顺科技,20110815
002610,ST爱康,20110815
002611,东方精工,20110830
002612,朗姿股份,20110830
002613,北玻股份,20110830
002614,奥佳华,20110909
002615,哈尔斯,20110909
002616,长青集团,20110920
002617,露笑科技,20110920
002620,瑞和股份,20110929
002621,星ST美吉,20110929
002622,皓宸医疗,20111018
002623,亚玛顿,20111013
002624,完美世界,20111028
002625,光启技术,20111103
002626,金达威,20111028
002627,三峡旅游,20111103
002628,成都路桥,20111103
002629,仁智股份,20111103
002630,华西能源,20111111
002631,德尔未来,20111111
002632,道明光学,20111122
002633,申科股份,20111122
002634,棒杰股份,20111205
002635,安洁科技,20111125
002636,金安国纪,20111125
002637,赞宇科技,20111125
002638,勤上股份,20111125
002639,雪人股份,20111205
002640,跨境通,20111208
002641,公元股份,20111208
002642,荣联科技,20111220
002643,万润股份,20111220
002644,佛慈制药,20111222
002645,华宏科技,20111220
002646,天佑德酒,20111222
002647,仁东控股,20111228
002648,卫星化学,20111228
002649,博彦科技,20120106
002650,ST加加,20120106
002651,利君股份,20120106
002652,扬子新材,20120119
002653,海思科,20120117
002654,万润科技,20120217
002655,共达电声,20120217
002656,ST摩登,20120228
002657,中科金财,20120228
002658,雪迪龙,20120309
002659,凯文教育,20120309
002660,茂硕电源,20120316
002661,克明食品,20120316
002662,京威股份,20120309
002663,普邦股份,20120316
002664,信质集团,20120316
002665,ST航高,20120327
002666,德联集团,20120327
002667,威领股份,20120329
002668,TCL智家,20120416
002669,康达新材,20120416
002670,国盛金控,20120416
002671,龙泉股份,20120426
002672,东江环保,20120426
002673,西部证券,20120503
002674,兴业科技,20120507
002675,东诚药业,20120525
002676,顺威股份,20120525
002677,浙江美大,20120525
002678,珠江钢琴,20120530
002679,福建金森,20120605
002681,奋达科技,20120605
002682,龙洲股份,20120612
002683,广东宏大,20120612
002685,华东重机,20120612
002686,亿利达,20120703
002687,乔治白,20120713
002688,金河生物,20120713
002689,远大智能,20120717
002690,美亚光电,20120731
002691,冀凯股份,20120731
002692,远程股份,20120808
002693,双成药业,20120808
002694,顾地科技,20120816
002695,煌上煌,20120905
002696,百洋股份,20120905
002697,红旗连锁,20120905
002698,博实股份,20120911
002699,星ST美盛,20120911
002700,ST浩源,20120921
002701,奥瑞金,20121011
002702,海欣食品,20121011
002703,浙江世宝,20121102
002705,新宝股份,20140121
002706,良信股份,20140121
002707,众信旅游,20140123
002708,光洋股份,20140121
002709,天赐材料,20140123
002712,思美传媒,20140123
002713,东易日盛,20140219
002714,牧原股份,20140128
002715,登云股份,20140219
002716,湖南白银,20140128
002717,岭南股份,20140219
002718,友邦吊顶,20140128
002719,麦趣尔,20140128
002721,星ST金一,20140127
002722,物产金轮,20140128
002723,小崧股份,20140129
002724,海洋王,20141104
002725,跃岭股份,20140129
002726,龙大美食,20140626
002727,一心堂,20140702
002728,特一药业,20140731
002729,好利科技,20140912
002730,电光科技,20141009
002731,萃华珠宝,20141104
002732,燕塘乳业,20141205
002733,雄韬股份,20141203
002734,利民股份,20150127
002735,王子新材,20141203
002736,国信证券,20141229
002737,葵花药业,20141230
002738,中矿资源,20141230
002739,万达电影,20150122
002741,光华科技,20150216
002742,ST三圣,20150217
002743,富煌钢构,20150217
002745,木林森,20150217
002746,仙坛股份,20150216
002747,埃斯顿,20150320
002748,世龙实业,20150319
002749,国光股份,20150320
002750,星ST龙津,20150324
002752,昇兴股份,20150422
002753,永东股份,20150519
002755,奥赛康,20150515
002756,永兴材料,20150515
002757,南兴股份,20150527
002758,浙农股份,20150527
002759,天际股份,20150528
002760,凤形股份,20150611
002761,浙江建投,20150610
002762,金发拉比,20150610
002763,汇洁股份,20150610
002765,蓝黛科技,20150612
002766,索菱股份,20150611
002767,先锋电子,20150612
002768,国恩股份,20150630
002769,普路通,20150629
002771,真视通,20150629
002772,众兴菌业,20150626
002773,康弘药业,20150626
002774,快意电梯,20170324
002775,文科股份,20150629
002777,久远银海,20151231
002778,中晟高科,20160106
002779,中坚科技,20151209
002780,三夫户外,20151209
002782,可立克,20151222
002783,凯龙股份,20151209
002785,万里石,20151223
002786,银宝山新,20151223
002787,华源控股,20151231
002788,鹭燕医药,20160218
002789,建艺集团,20160311
002790,瑞尔特,20160308
002791,坚朗五金,20160329
002792,通宇通讯,20160328
002793,罗欣药业,20160415
002795,永和智控,20160428
002796,世嘉科技,20160510
002797,第一创业,20160511
002798,帝欧家居,20160525
002799,环球印务,20160608
002800,ST天顺,20160530
002801,微光股份,20160622
002802,洪汇新材,20160629
002803,吉宏股份,20160712
002805,丰元股份,20160707
002806,华锋股份,20160726
002807,江阴银行,20160902
002808,ST恒久,20160812
002809,红墙股份,20160823
002810,山东赫达,20160826
002811,郑中设计,20160908
002812,恩捷股份,20160914
002813,路畅科技,20161012
002815,崇达技术,20161012
002816,星ST和科,20161025
002817,黄山胶囊,20161025
002818,富森美,20161109
002819,东方中科,20161111
002820,桂发祥,20161118
002821,凯莱英,20161118
002822,ST中装,20161129
002823,凯中精密,20161124
002824,和胜股份,20170112
002825,纳尔股份,20161129
002826,易明医药,20161209
002827,高争民爆,20161209
002828,贝肯能源,20161208
002829,星网宇达,20161213
002830,名雕股份,20161213
002831,裕同科技,20161216
002832,比音勒芬,20161223
002833,弘亚数控,20161228
002835,同为股份,20161228
002836,新宏泽,20161229
002837,英维克,20161229
002838,道恩股份,20170106
002839,张家港行,20170124
002840,华统股份,20170110
002841,视源股份,20170119
002842,翔鹭钨业,20170119
002843,泰嘉股份,20170120
002845,同兴达,20170125
002846,英联股份,20170207
002847,盐津铺子,20170208
002848,高斯贝尔,20170213
002849,威星智能,20170217
002850,科达利,20170302
002851,麦格米特,20170306
002852,道道全,20170310
002853,皮阿诺,20170310
002855,捷荣技术,20170321
002856,美芝股份,20170320
002857,三晖电气,20170323
002858,力盛体育,20170324
002859,洁美科技,20170407
002860,星帅尔,20170412
002861,瀛通通讯,20170413
002862,实丰文化,20170411
002863,今飞凯达,20170418
002864,盘龙药业,20171116
002865,钧达股份,20170425
002866,传艺科技,20170426
002867,周大生,20170427
002868,绿康生化,20170503
002869,金溢科技,20170515
002870,香山股份,20170515
002871,伟隆股份,20170511
002872,ST天圣,20170519
002873,新天药业,20170519
002875,安奈儿,20170601
002876,三利谱,20170525
002877,智能自控,20170605
002878,元隆雅图,20170606
002879,长缆科技,20170707
002880,卫光生物,20170616
002881,美格智能,20170622
002882,金龙羽,20170717
002883,中设股份,20170620
002884,凌霄泵业,20170711
002885,京泉华,20170627
002886,沃特股份,20170627
002887,绿茵生态,20170801
002888,惠威科技,20170721
002889,东方嘉盛,20170731
002890,弘宇股份,20170802
002891,中宠股份,20170821
002892,科力尔,20170817
002893,京能热力,20170915
002895,川恒股份,20170825
002896,中大力德,20170829
002897,意华股份,20170907
002898,赛隆药业,20170912
002899,英派斯,20170915
002900,哈三联,20170922
002901,大博医疗,20170922
002902,铭普光磁,20170929
002903,宇环数控,20171013
002905,金逸影视,20171016
002906,华阳集团,20171013
002907,华森制药,20171020
002908,德生科技,20171020
002909,集泰股份,20171026
002910,庄园牧场,20171031
002911,佛燃能源,20171122
002912,中新赛克,20171121
002913,奥士康,20171201
002915,中欣氟材,20171205
002916,深南电路,20171213
002917,金奥博,20171208
002918,蒙娜丽莎,20171219
002919,名臣健康,20171218
002920,德赛西威,20171226
002921,联诚精密,20171227
002922,伊戈尔,20171229
002923,润都股份,20180105
002925,盈趣科技,20180115
002926,华西证券,20180205
002927,泰永长征,20180223
002928,华夏航空,20180302
002929,润建股份,20180301
002930,宏川智慧,20180328
002931,锋龙股份,20180403
002932,明德生物,20180710
002933,新兴装备,20180828
002935,天奥电子,20180903
002936,郑州银行,20180919
002937,兴瑞科技,20180926
002938,鹏鼎控股,20180918
002939,长城证券,20181026
002940,昂利康,20181023
002941,新疆交建,20181128
002942,新农股份,20181205
002943,宇晶股份,20181129
002945,华林证券,20190117
002946,新乳业,20190125
002947,恒铭达,20190201
002948,青岛银行,20190116
002949,华阳国际,20190226
002950,奥美医疗,20190311
002951,星ST金时,20190315
002952,亚世光电,20190328
002953,日丰股份,20190509
002955,鸿合科技,20190523
002956,西麦食品,20190619
002957,科瑞技术,20190726
002958,青农商行,20190326
002959,小熊电器,20190823
002960,青鸟消防,20190809
002961,瑞达期货,20190905
002962,五方光电,20190917
002963,豪尔赛,20191028
002965,祥鑫科技,20191025
002966,苏州银行,20190802
002967,广电计量,20191108
002968,新大正,20191203
002969,嘉美包装,20191202
002970,锐明技术,20191217
002971,和远气体,20200113
002972,科安达,20191227
002973,侨银股份,20200106
002975,博杰股份,20200205
002976,瑞玛精密,20200306
002977,天箭科技,20200317
002978,安宁股份,20200417
002979,雷赛智能,20200408
002980,华盛昌,20200415
002981,朝阳科技,20200417
002982,湘佳股份,20200424
002983,芯瑞达,20200428
002984,森麒麟,20200911
002985,北摩高科,20200429
002986,宇新股份,20200602
002987,京北方,20200507
002988,豪美新材,20200518
002989,中天精装,20200610
002990,盛视科技,20200525
002991,甘源食品,20200731
002992,宝明科技,20200803
002993,奥海科技,20200817
002995,天地在线,20200805
002996,顺博合金,20200828
002997,瑞鹄模具,20200903
002998,优彩资源,20200925
002999,天禾股份,20200903
003000,劲仔食品,20200914
003001,中岩大地,20201013
003002,壶化股份,20200922
003003,天元股份,20200921
003004,声迅股份,20201126
003005,竞业达,20200922
003006,百亚股份,20200921
003007,直真科技,20200923
003008,开普检测,20200923
003009,中天火箭,20200925
003010,若羽臣,20200925
003011,海象新材,20200930
003012,东鹏控股,20201019
003013,地铁设计,20201022
003015,日久光电,20201021
003016,欣贺股份,20201026
003017,大洋生物,20201026
003018,金富科技,20201106
003019,宸展光电,20201117
003020,立方制药,20201215
003021,兆威机电,20201204
003022,联泓新科,20201208
003023,彩虹集团,20201211
003025,思进智能,20201211
003026,中晶科技,20201218
003027,同兴环保,20201218
003028,振邦智能,20201228
003029,吉大正元,20201224
003030,祖名股份,20210106
003031,中瓷电子,20210104
003032,传智教育,20210112
003033,征和工业,20210111
003035,南网能源,20210119
003036,泰坦股份,20210128
003037,三和管桩,20210204
003038,鑫铂股份,20210210
003039,顺控发展,20210308
003040,楚天龙,20210322
003041,真爱美家,20210406
003042,中农联合,20210406
003043,华亚智能,20210406
003816,中国广核,20190826
300001,特锐德,20091030
300002,神州泰岳,20091030
300003,乐普医疗,20091030
300004,南风股份,20091030
300005,探路者,20091030
300006,莱美药业,20091030
300007,汉威科技,20091030
300008,天海防务,20091030
300009,安科生物,20091030
300010,星ST豆神,20091030
300011,鼎汉技术,20091030
300012,华测检测,20091030
300013,星ST新宁,20091030
300014,亿纬锂能,20091030
300015,爱尔眼科,20091030
300016,北陆药业,20091030
300017,网宿科技,20091030
300018,中元股份,20091030
300019,硅宝科技,20091030
300020,星ST银江,20091030
300021,大禹节水,20091030
300022,吉峰科技,20091030
300024,机器人,20091030
300025,华星创业,20091030
300026,红日药业,20091030
300027,华谊兄弟,20091030
300029,ST天龙,20091225
300030,阳普医疗,20091225
300031,宝通科技,20091225
300032,金龙机电,20091225
300033,同花顺,20091225
300034,钢研高纳,20091225
300035,中科电气,20091225
300036,超图软件,20091225
300037,新宙邦,20100108
300039,上海凯宝,20100108
300040,九洲集团,20100108
300041,回天新材,20100108
300042,朗科科技,20100108
300043,星辉娱乐,20100120
300044,赛为智能,20100120
300045,华力创通,20100120
300046,台基股份,20100120
300047,天源迪科,20100120
300048,合康新能,20100120
300049,福瑞股份,20100120
300050,世纪鼎利,20100120
300051,琏升科技,20100211
